Unnamed: 0,id,text,user_name,user_description,user_location,user_following,user_followers,tweets_by_user,user_created_at,tweet_created,retweets,likes,hashtags,media,search_term,emojis,sentiments_list,revised_sentiment,distillbert_valence
231421,1367152885646192643,"happy #worldwildlifeday in 2021 it’s celebrating how our world's forests sustain people and planet🌍
 
so let's take a look at how #sustainablepalmoil can reduce deforestation🌳 and protect workers &amp; local communities 🧑‍🌾👇 
 
#wwd2021 #forestspeopleplanet https://tco/ewkrstgpnm",RSPOtweets,The official RSPO feed. Transforming markets to make #SustainablePalmOil the norm. Join the conversation 🌴💬,Worldwide,17636,30468,21286,2011-11-15 03:19:49,2021-03-03 16:40:23,5,29,"[{'text': 'WorldWildlifeDay', 'indices': [6, 23]}, {'text': 'SustainablePalmOil', 'indices': [134, 153]}, {'text': 'WWD2021', 'indices': [233, 241]}, {'text': 'ForestsPeoplePlanet', 'indices': [242, 262]}]",http://pbs.twimg.com/media/EvkZQiWWgAgC8Eq.jpg,deforestation -filter:retweets,"{'👇', '🌍', '🌳', '🧑\u200d🌾'}","{'neutral', 'positive'}",negative,0.9959327578544616
231420,1367152889488171010,"1 unsustainable palm oil production harms biodiversity but it doesn’t have to be this way

rspo's standard has strict requirements to protect wildlife:
🌳 no #deforestation
🚫 no new planting on peatland
🐅 protecting #wildlife corridors
🐘 preventing illegal hunting

#wwd2021 https://tco/q60oypjclr",RSPOtweets,The official RSPO feed. Transforming markets to make #SustainablePalmOil the norm. Join the conversation 🌴💬,Worldwide,17636,30468,21286,2011-11-15 03:19:49,2021-03-03 16:40:23,1,3,"[{'text': 'deforestation', 'indices': [160, 174]}, {'text': 'wildlife', 'indices': [218, 227]}, {'text': 'WWD2021', 'indices': [268, 276]}]",http://pbs.twimg.com/media/EvkZdhQXYAACJv8.jpg,deforestation -filter:retweets,"{'🐘', '🐅', '🌳', '🚫'}","{'neutral', 'negative'}",negative,-0.9843756556510924
231419,1367152893413965824,"you might think avoiding #palmoil is the answer 
 
but the @iucn doesn’t think so - other oil crops use more land so switching would displace the biodiversity loss issue 

choosing deforestation-free #sustainablepalmoil is a better option 💪

#wwd2021 https://tco/n1jhfvdl1f",RSPOtweets,The official RSPO feed. Transforming markets to make #SustainablePalmOil the norm. Join the conversation 🌴💬,Worldwide,17636,30468,21286,2011-11-15 03:19:49,2021-03-03 16:40:24,0,3,"[{'text': 'PalmOil', 'indices': [25, 33]}, {'text': 'SustainablePalmOil', 'indices': [204, 223]}, {'text': 'WWD2021', 'indices': [246, 254]}]",http://pbs.twimg.com/media/EvkZrRPXAAIGw6q.jpg,deforestation -filter:retweets,{'💪'},{'positive'},negative,-0.9944618344306946
231417,1367153358314893315,@hersheys announces 2030 #sustainability goals including taking action against suppliers who do not comply with its anti-deforestation policy read it here: https://tco/hq5snsm15n https://tco/bf9upimtpm,ProFoodWorld,,,228,570,3083,2016-06-23 19:49:08,2021-03-03 16:42:15,0,0,"[{'text': 'sustainability', 'indices': [25, 40]}]",http://pbs.twimg.com/media/Evkau9qWYAEmQUP.png,deforestation -filter:retweets,,,negative,-0.7878066897392273
231416,1367154269439160323,"@aravallibachao @mlkhattar @haryanatweets @jairam_ramesh @chkanwarpal @rao_inderjits @jjpofficial @infra_vinayakch @kumari_selja @randeephooda @dhruv_rathee @hridayeshjoshi @nit_set mining in aravallis in haryana resulted in large scale deforestation shrinking habitat has forced wild animals like leopards hyenas to venture into areas outside the forest in search of food &amp; water leading to more cases of man-animal conflict 
@dchautala
#nomininginaravallis https://tco/4y4sl1v6yl",SaveIndianBiod1,A movement to preserve Indian Biodiversity,,8,396,1657,2020-05-14 13:09:24,2021-03-03 16:45:52,14,11,"[{'text': 'NoMiningInAravallis', 'indices': [445, 465]}]",http://pbs.twimg.com/media/EvkagFHVoAQI7tV.png,deforestation -filter:retweets,,,negative,-0.9968861937522888
231414,1367154334673305603,deforestation and how forests sustain life are both topics we've researched extensively for #earthrising - in fact we have two 'practice counters' dedicated to this #sustainableliving #unsustainable https://tco/5mrtqdpw0h,SDRgames_studio,"CURRENT PROJECT: EARTH RISING: 20 Years to Transform Our World
A producer of tabletop games brought to life by creativity and curiosity!",Sussex,63,53,158,2020-06-29 16:14:40,2021-03-03 16:46:08,1,2,"[{'text': 'EarthRising', 'indices': [92, 104]}, {'text': 'SustainableLiving', 'indices': [166, 184]}, {'text': 'unsustainable', 'indices': [185, 199]}]",http://pbs.twimg.com/media/EvkbbOHXMAMqQiX.png,deforestation -filter:retweets,,,negative,-0.9850382208824158
231413,1367154456085757957,"2021 #worldwildlifeday 
i learned 2 destructive extractive projects on public lands have been delayed pending further review
including practice area for my #deforestation patrols
of last 2yrs where i spotted a grizzly bear (photo)
why
probably b/c threat of real #climateaction https://tco/votpm7jqoc",406Llama,RadicalEnvironmentalist Criminologist Photographer Navybrat Hunter Gathering'er 25yrs Praying 4WorldPeace #JohnLewis & #JohnMcCain #RBG are my Heroes #Resist,"Montana, USA",4585,1868,84636,2015-07-31 20:50:13,2021-03-03 16:46:37,0,2,"[{'text': 'WorldWildlifeDay', 'indices': [5, 22]}, {'text': 'deforestation', 'indices': [156, 170]}, {'text': 'ClimateAction', 'indices': [264, 278]}]",http://pbs.twimg.com/media/EvkbaqAVgAQ5-DL.jpg,deforestation -filter:retweets,,,negative,-0.994486391544342
231412,1367155331508371463,indigenous peoples from the #brazil and #colombia amazon and non-governmental organizations from france and the us filed a lawsuit today against global retail giant casino group over selling beef products linked to deforestation and land grabbing #feedadeforestedworld https://tco/ovd4sesxxd,WeavingTies,"🌳creating :: connecting :: reinforcing ties between indigenous & forest peoples🏹
                                               📣 #guardiansoftheforest",global,1659,1100,3128,2016-10-26 14:15:21,2021-03-03 16:50:06,3,2,"[{'text': 'Brazil', 'indices': [28, 35]}, {'text': 'Colombia', 'indices': [40, 49]}, {'text': 'FeedADeforestedWorld', 'indices': [247, 268]}]",http://pbs.twimg.com/media/Evka99JXYAA-z3-.jpg,deforestation -filter:retweets,,,negative,-0.9926500916481018
231411,1367155776888922112,in the last 50 years brazil’s amazon has lost nearly 300000 square miles researchers say dozens of species of amazonian animals will become extinct by 2050 on #worldwildlifeday learn what deforestation means for brazil—and the world https://tco/snfdyvgddf https://tco/crtsalb0cp,CFR_org,"The Council on Foreign Relations is a resource for foreign policy news and analysis. CFR takes no institutional positions on policy. Follows, RT ≠ endorsements.","New York, NY",1937,479136,60839,2008-11-18 19:55:35,2021-03-03 16:51:52,2,10,"[{'text': 'WorldWildlifeDay', 'indices': [163, 180]}]",http://pbs.twimg.com/media/Evkc7xzXAAEpafo.jpg,deforestation -filter:retweets,,,negative,-0.9978395700454712
231409,1367156732749877252,today is #worldwildlifeday and an important reminder of the essential interconnection between all life on earth including our own learn how @northwesternu works with @nature_org to stop deforestation and poaching: https://tco/trrdodao6u https://tco/kx2kbu0ulu,ISENatNU,"Institute for Sustainability & Energy at @NorthwesternU. Advancing global solutions through research, experiential education, & public engagement | @ResearchNU","Evanston, IL",2418,1988,8436,2014-02-07 18:42:20,2021-03-03 16:55:40,0,1,"[{'text': 'WorldWildlifeDay', 'indices': [9, 26]}]",http://pbs.twimg.com/media/EvkdDRGWQAA2kmg.jpg,deforestation -filter:retweets,,,negative,0.9987398982048036
231396,1367160433308667910,"happy #worldwildlifeday
 
this year’s theme is forests &amp; livelihoods did you know 16 billion people rely on forests for their livelihoods
 
each year forests are destroyed to feed us in europe the right eu #deforestation law could be a real game-changer

#together4forests https://tco/ry90ltd2kd",StandMighty,"We run global campaigns to protect rainforests, make agriculture sustainable, and solve climate change.","Washington, DC",1329,4433,3193,2016-08-12 16:44:53,2021-03-03 17:10:22,0,4,"[{'text': 'WorldWildlifeDay', 'indices': [6, 23]}, {'text': 'deforestation', 'indices': [216, 230]}, {'text': 'Together4Forests', 'indices': [266, 283]}]",http://pbs.twimg.com/media/EvkbtY4UUAAkp3p.jpg,deforestation -filter:retweets,,,negative,-0.9586373567581176
231395,1367160651899146252,"#worldwildlifeday🌳🌲

our forests are home to some critically endangered species like the gray wolf protecting our forests is crucial to preserving the increasingly fragile ecosystem 

how can citizens and politicians help find out below or read https://tco/lzizcqxljw https://tco/6jj0tgsfmb",GEF_Europe,"The Green European Foundation is the European level political foundation affiliated to the Green political family. 

Our publication: @greeneujournal","Brussels, Belgium",3404,8332,5619,2011-04-06 13:03:45,2021-03-03 17:11:14,3,4,"[{'text': 'WorldWildlifeDay', 'indices': [0, 17]}]",http://pbs.twimg.com/media/EvkhENAWYAI_crm.jpg,deforestation -filter:retweets,"{'🌲', '🌳'}",{'neutral'},negative,0.9627223610877992
231390,1367162899546972165,"on the 23rd i'll be chatting with @control_risks' partner maria knapp about brazil in the year ahead:  
- critical factors shaping recovery 
- esg considerations amid rising deforestation
- governance trends &amp; the corruption risk environment
register via  https://tco/kfksjlggqb https://tco/9pvxm7qk1f",thomazfavaro,"Director with @Control_Risks Brazil🇧🇷 & Southern Cone🇦🇷🇨🇱🇺🇾🇵🇾 political risk analysis. Sao Paulo, formely London and Bogota.",,1156,773,3346,2014-04-25 21:30:37,2021-03-03 17:20:10,2,8,[],http://pbs.twimg.com/media/EvkixIiXIAQXmeO.png,deforestation -filter:retweets,,,negative,0.9292065501213074
231378,1367165422102077442,"world wildlife day

#worldwildlifeday 
#deforestation 
#covid_19 https://tco/4vr5kdyabn",mirsuhail,Senior Art Director / Editorial Cartoonist,"New York, NY",217,16313,2256,2009-01-23 09:55:20,2021-03-03 17:30:11,10,68,"[{'text': 'worldwildlifeday', 'indices': [20, 37]}, {'text': 'deforestation', 'indices': [39, 53]}, {'text': 'covid_19', 'indices': [55, 64]}]",http://pbs.twimg.com/media/EvklsxcXYAkXoxJ.jpg,deforestation -filter:retweets,,,negative,-0.9717289805412292
231365,1367169556352020482,"this seven-year-old girl is fighting deforestation in kenya and inspiring others to save trees and wildlife

deforestation is one of the greatest threats to biodiversity on the planet

#worldwildlifeday

▶️🔁watch #360video here: https://tco/3boocrvsbw https://tco/x0aegcl0fu",AJContrast,@AlJazeera's Immersive Storytelling Studio l About Communities of Color and the Global South | Innovation + Co-Creation | Run by🧕🏽💁🏿‍♀️🙋🏼‍♀️🙆🏻‍♀️,"Washington, DC",508,4641,3053,2017-04-11 19:43:44,2021-03-03 17:46:37,50,116,"[{'text': 'WorldWildlifeDay', 'indices': [187, 204]}, {'text': '360video', 'indices': [215, 224]}]",http://pbs.twimg.com/ext_tw_video_thumb/1367169016029143041/pu/img/5F7O9TxOYXqH5_TD.jpg,deforestation -filter:retweets,"{'▶️', '🔁'}",{'neutral'},negative,-0.8824344277381897
231361,1367170720405544963,this image is one in a series showing the #destruction and #deforestation in that is going on behind my home here in rural florida  https://tco/iuvhb7oaor https://tco/h8d0cq1bx8,dhackett4150,A fifth generation Floridian who loves sharing the beauty that God has created through my photography and art.,"Florida, USA",1001,4736,453793,2014-07-05 01:46:23,2021-03-03 17:51:15,0,0,"[{'text': 'destruction', 'indices': [43, 55]}, {'text': 'deforestation', 'indices': [60, 74]}]",http://pbs.twimg.com/media/EvkqhmIWgAQvO65.jpg,deforestation -filter:retweets,,,negative,-0.9972726702690125
231358,1367171453695721486,"i am ready to start fighting paperwaste and deforestation thanks to @bambooknl

#treesrock https://tco/r5zpgfceur",iqpailse,"Photographer, Dutchie, eagier to explore the world, passion for parasportphotography, human movement scientist, radiographer, Peaker",,33,4,49,2020-05-09 10:03:58,2021-03-03 17:54:10,0,1,"[{'text': 'treesrock', 'indices': [81, 91]}]",http://pbs.twimg.com/media/EvkrMO-XIAIpCpl.jpg,deforestation -filter:retweets,,,negative,-0.503727376461029
231353,1367175084570419200,this was an article i had come - authored with conchita monteiro it highlights the impact deforestation would have on human health #savemollem @savemollemgoa @unesco https://tco/35dtm5xo1i,aMYTHila_15,"She/Her|
Here to vent out. Opinions are not facts. #SaveMollem Medical student| Check the citizens toolkit for Mollem!!",,210,224,1155,2020-10-30 11:38:43,2021-03-03 18:08:35,11,24,"[{'text': 'SaveMollem', 'indices': [133, 144]}]",http://pbs.twimg.com/media/EvkueebUYAEAK6o.jpg,deforestation -filter:retweets,,,negative,0.9832507967948914
231352,1367175219874459650,indigenous groups sue french supermarket chain casino over amazon deforestation https://tco/timufilejp https://tco/a68modwadr,France24_en,"🌍 The French international news channel live 24/7 from Paris - Follow us for top stories on #business, #politics and #sports - 🔴 Breaking Alerts: @BreakingF24","Paris, France",1132,283104,298198,2009-03-18 09:22:54,2021-03-03 18:09:07,6,10,[],http://pbs.twimg.com/media/EvkunfjVcAEgarl.jpg,deforestation -filter:retweets,,,negative,-0.9924421310424804
231348,1367176352806301707,"vietnamese timber trader ""hl"" uses @facebook to advertise african hardwoods

he promoted imports from mozambique at least 4 times in february 2021

the mozambican timber trade has long been plagued by corruption &amp; criminality and has been linked to widespread deforestation https://tco/b0ayzlqnof",ProjectActaeon,"Dedicated to exposing the wildlife trade on social media.

Our goal is to archive & demonstrate the scale of the trade on these platforms & demand change.",The Interwebs,593,219,1121,2020-12-26 09:17:14,2021-03-03 18:13:38,0,2,[],http://pbs.twimg.com/media/EvkvoiFUYAEZVFj.jpg,deforestation -filter:retweets,,,negative,-0.9915754199028016
231347,1367176712564269059,indigenous groups sue french supermarket chain casino over amazon deforestation https://tco/qr9fzubago https://tco/pqtaqlufdm,FRANCE24,"🌍 International News 24/7 in 4 languages: 
@France24_fr - @France24_en - @France24_es - @France24_ar 
📱 https://t.co/xDU6EWz22o  ✉️ https://t.co/ZaaXsh7FeN","Paris, France",451,3564117,350145,2007-03-23 09:40:48,2021-03-03 18:15:03,7,24,[],http://pbs.twimg.com/media/Evkv-XvVkAE-6Wr.jpg,deforestation -filter:retweets,,,negative,-0.993378221988678
231341,1367178894629953539,aravallis are ecologically sensitive zone but  for years mining is destroying it which eventually leads to destruction of aquifers n deforestationcouldn't believe how haryana govt can ask supreme court to allow mining again@cmohry @haryanatweets @pmoindia #aravallibachao https://tco/0obbobmlsi,pallaviti,"Principal Secretary@ ArudhaFoundation Environmentalist, educationist and Microbiologist.","Gurgaon, India",442,903,3637,2010-08-31 11:04:34,2021-03-03 18:23:44,40,61,"[{'text': 'AravalliBachao', 'indices': [259, 274]}]",http://pbs.twimg.com/media/Evkx9UnVkAAfX1I.jpg,deforestation -filter:retweets,,,negative,-0.9981496334075928
231339,1367179070715346950,#worldwildlifeday is also a day to talk about taking action most animals that are vulnerable or critically endangered are losing their habitat to deforestation urban building etc what steps do you take daily that help give back to the wildlife of your community https://tco/yvchmplub7,spetersartist,"Adding a little joy ☀️ Artist & illustrator currently inspired by migrating birds, urban wildlife, climate change, ocean life, wildfires & Natural Disasters.",USA,1672,1264,15777,2010-06-16 23:45:12,2021-03-03 18:24:26,0,8,"[{'text': 'WorldWildlifeday', 'indices': [0, 17]}]",http://pbs.twimg.com/media/EvkxRjzXYAExs1_.jpg,deforestation -filter:retweets,,,negative,0.9484751224517822
231333,1367180611765628934,@richardking633 @frasierharry @olga4animals yes public  the cult of meat eaters burns uk pigs alive (thats extremism) cause the worst climate disaster worst deforestation the most deaths of wildlife (only 4% left on 🌎)  cause world hunger by feeding crops to animals not people rather a cult wouldnt ’ you say 🤔 https://tco/xbcaotinaa,YvonneHooper20,Uk,,2382,538,47297,2016-01-15 20:52:32,2021-03-03 18:30:33,0,3,[],http://pbs.twimg.com/media/EvkzdmHXYAkGFbb.jpg,deforestation -filter:retweets,"{'🌎', '🤔'}",{'neutral'},negative,-0.9980403780937196
231332,1367180661082193921,😷in order to protect ourselves from future pandemics we must understand the link between habitat loss and diseases like covid-19🚜🌳 we must then call world leaders to take urgent action to prevent future pandemics🦠#natureloss #deforestation #connect2earth #wwd2021 https://tco/j3ck1fa9yn,MAR_Fund,Mesoamerican Reef Fund: Working to provide long-term financial sustainability for natural resources mgmt and conservation initiatives in the MAR ecoregion.,BZE/GUAT/HN/MEX,752,1088,3932,2011-10-12 15:26:56,2021-03-03 18:30:45,0,2,"[{'text': 'NatureLoss', 'indices': [214, 225]}, {'text': 'Deforestation', 'indices': [226, 240]}, {'text': 'Connect2Earth', 'indices': [241, 255]}, {'text': 'WWD2021', 'indices': [256, 264]}]",http://pbs.twimg.com/media/EvkzfdRXAAUSQco.jpg,deforestation -filter:retweets,"{'😷', '🦠', '🌳', '🚜'}",{'neutral'},negative,-0.940393090248108
231329,1367183240520290308,"makira natural park in madagascar is teeming with rich diversity of flora &amp; fauna

however wildlife is under threat from deforestation hunting &amp; illegal wildlife trade

how can we ensure a brighter future for people &amp; wildlife https://tco/dhmfgtjcdh

#wwd2021 #swmprogramme https://tco/970q9pn5qf",FAOKnowledge,"Stay in touch for latest materials from @FAO. Working for a sustainable 🌍 and secure #FutureofFood for all. Follow our Director-General QU Dongyu, @FAODG.","Rome, Italy",20194,162213,31377,2012-01-03 11:53:02,2021-03-03 18:41:00,0,4,"[{'text': 'WWD2021', 'indices': [269, 277]}, {'text': 'SWMProgramme', 'indices': [278, 291]}]",http://pbs.twimg.com/amplify_video_thumb/1367088360121106434/img/Ta6at79ARkI3GkZw.jpg,deforestation -filter:retweets,,,negative,0.9956457018852234
231319,1367185843119476737,you can have sustainable development what's happening at #mollem is not sustainable here is my take on battling deforestation for sustainable development raise your voice to #savemollem #savegoa  #worldwildlifeday2021 @savemollemgoa @unesco https://tco/wqox7uxvkd,aMYTHila_15,"She/Her|
Here to vent out. Opinions are not facts. #SaveMollem Medical student| Check the citizens toolkit for Mollem!!",,210,224,1155,2020-10-30 11:38:43,2021-03-03 18:51:20,11,16,"[{'text': 'Mollem', 'indices': [58, 65]}, {'text': 'SaveMollem', 'indices': [177, 188]}, {'text': 'SaveGoa', 'indices': [189, 197]}, {'text': 'WorldWildlifeDay2021', 'indices': [199, 220]}]",http://pbs.twimg.com/media/Evk4REeU4AMISBu.jpg,deforestation -filter:retweets,,,negative,-0.992536962032318
231315,1367188506074882055,"did you know leopard spots are called ""rosettes"" because they resemble a rose now you do 🌹

this year's world wildlife day is about how climate change &amp; deforestation are jeopardizing forest species &amp; the livelihoods of the local forest communities https://tco/bw9pkfj0jx https://tco/qocwl6n2or",AlexandersUni,"- Healthcare, Restaurant, Professional Apparel
- On-Site Sales
- Uniform Programs
- Voucher & Gift Card Programs
Visit Our Website To Learn More","Cranston, Rhode Island",48,91,785,2009-12-28 18:46:50,2021-03-03 19:01:55,0,0,[],http://pbs.twimg.com/media/Evk6s0tXEAMbvyf.jpg,deforestation -filter:retweets,{'🌹'},{'positive'},negative,-0.9567415118217468
231312,1367190486528712709,"forests have a central role in sustaining people's livelihoods

providing #food ✅

sustaining biomass ✅

enriching soils ✅

capturing #carbon ✅

#forests around the 🌍 are cut for 🇪🇺 consumption we can change that with right deforestation policies #worldwildlifeday https://tco/ybubeprw7e",VoltEuropa,The Pan-European political movement acting to solve our shared challenges & build a better future together. 🇪🇺 #JointheChange 👉 https://t.co/IHsbqylQf1,"Brussels, European Union.",309,26040,2631,2017-03-08 14:22:23,2021-03-03 19:09:47,11,82,"[{'text': 'food', 'indices': [75, 80]}, {'text': 'carbon', 'indices': [135, 142]}, {'text': 'forests', 'indices': [146, 154]}, {'text': 'WorldWildlifeDay', 'indices': [250, 267]}]",http://pbs.twimg.com/media/Evk8cwRWQAAJ6U9.jpg,deforestation -filter:retweets,"{'✅', '🇪🇺', '🌍'}","{'positive', 'neutral'}",negative,-0.6853104829788208
231308,1367192471260844032,"wildlife is threatened by deforestation 🐸🦋🦎🦥🐒

france is committed with the alliance for the preservation of tropical forests launched in 2019 to coordinate international action to protect these forests and their species 🌍 #worldwildlifeday https://tco/memzjwngfu",franceonu,Mission permanente de la France auprès de l'ONU / French Mission to the United Nations | Follow Ambassador @NdeRiviere 🇫🇷🇺🇳,New York,2370,145241,35778,2010-01-12 17:59:08,2021-03-03 19:17:41,9,18,"[{'text': 'WorldWildlifeDay', 'indices': [226, 243]}]",http://pbs.twimg.com/media/Evk79tuXcAACyjv.jpg,deforestation -filter:retweets,"{'🦥', '🦋', '🌍', '🐸', '🦎', '🐒'}",{'neutral'},negative,-0.8446864485740662
231303,1367195705241178114,"biodiversity loss climate change and deforestation are intrinsically linked and so are their solutions #worldwithoutnature 

nature-based solutions help address all three crises effectively and sustainably #worldwildlifeday https://tco/onthhkdzbd",EUatUN,News from 🇪🇺EU Delegation at UN in New York. Follow Amb @OlofBSkoog.  Find us on https://t.co/0uXllCMitG and https://t.co/F3dLTOAEGo,"New York, NY",2045,66298,29490,2010-03-24 14:24:24,2021-03-03 19:30:32,12,25,"[{'text': 'WorldWithoutNature', 'indices': [106, 125]}, {'text': 'WorldWildlifeDay', 'indices': [210, 227]}]",http://pbs.twimg.com/media/EvlBPoiXEAAclWZ.jpg,deforestation -filter:retweets,,,negative,0.9983054399490356
231299,1367196843130695688,new radd alerts on #globalforestwatch monitor tropical forests through clouds smoke and haze serving as a tool to quickly uncover recent #deforestation learn more here: https://tco/sjpuudqx3k https://tco/40gatjf7rq,globalforests,"Use GFW's satellite technology, open data and human networks to better monitor and manage forests. It's free and easy to use. Led by @worldresources.",Forests and forest landscapes,2579,22803,10955,2011-02-23 16:34:07,2021-03-03 19:35:03,9,23,"[{'text': 'GlobalForestWatch', 'indices': [19, 37]}, {'text': 'deforestation', 'indices': [139, 153]}]",http://pbs.twimg.com/media/EvlCSJzXYAgkuz1.jpg,deforestation -filter:retweets,,,negative,-0.9758466482162476
231282,1367205292115693583,"indigenous groups sue french supermarket chain casino  https://tco/iiu11oycbh via @france24

indigenous people from brazil and colombia sued retailer casino in a french court over the selling of beef linked to land grabbing and deforestation in amazon
@phil_m_thinker 
@pettet50 https://tco/9rdxisgkdg",nigelj08223325,"NHS Consultant Physician, NHS Doctor 31 years Qualified 1989.Father,Husband Brother, Son , Uncle. lover of Chemistry and Biochemistry. One of life’s Observer.",,305,653,40437,2020-03-13 17:45:59,2021-03-03 20:08:37,1,3,[],http://pbs.twimg.com/media/EvlJ90eWQAEcb_B.jpg,deforestation -filter:retweets,,,negative,-0.9909781217575072
231269,1367210554851524612,"incidentally port of liverpool (owned by peel group &amp; set to become a freeport) has only soybean crushing mill in the uk operated by cargill

hoping freeport status won't lead to less transparency around supply chains with all the deforestation risks that brings @zacgoldsmith https://tco/l6pbl99n1m",guyshrubsole,"Policy and Campaigns Coordinator at Rewilding Britain (@RewildingB). Author 'Who Owns England?' (William Collins, 2019). All views my own.",,2940,19561,30566,2009-09-17 11:29:49,2021-03-03 20:29:32,8,16,[],http://pbs.twimg.com/media/EvlOtn4XMAMY-ec.jpg,deforestation -filter:retweets,,,negative,-0.9927102327346802
231268,1367210680848384003,cameroon's forests are home to an amazing array of species but as deforestation continues giving easier access to poachers primate orphans keep arriving at our door on #worldwildlifeday please give £3 a month to help support our rescued primates https://tco/usxcmtvlfi 💚 https://tco/mt61vhdrfc,ApeActionAfrica,"Passionate about gorillas, chimpanzees and monkeys! Home to over 280 primates at Mefou in Cameroon, orphans of the illegal bushmeat trade or pet trade rescues","Cameroon, Africa; Bristol, UK",1925,26970,13419,2010-07-20 13:31:15,2021-03-03 20:30:02,5,11,"[{'text': 'WorldWildlifeDay', 'indices': [172, 189]}]",http://pbs.twimg.com/media/EvlO3lXXEAMMz-X.jpg,deforestation -filter:retweets,{'💚'},{'positive'},negative,-0.8453410267829895
231260,1367214479570853894,@usaid works with indigenous peoples and other forest dwelling communities to support sustainable forest management and reduce deforestation improving forest conservation #worldwildlifeday https://tco/fxv2humuqq,SciDiplomacyUSA,U.S. Department of State's Bureau of Oceans and International Environmental and Scientific Affairs (OES).,"Washington, D.C.",656,15116,10244,2012-02-01 13:17:04,2021-03-03 20:45:08,0,2,"[{'text': 'WorldWildlifeDay', 'indices': [174, 191]}]",http://pbs.twimg.com/media/EvlSUkHWgAQ3h__.jpg,deforestation -filter:retweets,,,negative,0.9462772607803344
231258,1367214759582576646,"amazon indigenous groups sue casino chain over deforestation

📰 » https://tco/cf3uix0l88 https://tco/rvhx1asfzt",wallstsolver,Market data is complex and overwhelming. We make it digestible with proprietary rankings.,,39,503,57738,2018-01-18 00:36:25,2021-03-03 20:46:14,0,0,[],http://pbs.twimg.com/media/EvlSlBqXIAMfu9X.jpg,deforestation -filter:retweets,{'📰'},{'neutral'},negative,-0.9876866936683656
231257,1367215079888990209,read more about what the new administration should do to protect the world’s forests and their communities combat rampant deforestation and help turn the tide on the climate crisis https://tco/9exi87miwm #worldwildlifeday2021 https://tco/6eaypvqxxg,EIAEnvironment,"Nonprofit using undercover investigations, scientific & economic primary evidence, and campaigning expertise to protect forests, wildlife, and the climate.","Washington, DC",752,7721,5680,2009-07-07 18:01:12,2021-03-03 20:47:31,1,1,"[{'text': 'WorldWildlifeDay2021', 'indices': [208, 229]}]",http://pbs.twimg.com/media/EvlSjJMWYAAwVG1.jpg,deforestation -filter:retweets,,,negative,0.7245514988899231
231252,1367216543264894979,"today #worldwildlifeday brings to our attention just how interlinked #forestspeopleplanet are 🌳👩🏼‍🤝‍👨🏻🌍

biodiversity loss climate change and deforestation are intrinsically linked 

we must combat the threats to our ecosystems so we don’t end up with a #worldwithoutnature https://tco/rjgdh7bbiy",Denmark_UN,Permanent Mission of Denmark to the @UN in New York. Retweets are not endorsements. Follow our ambassador @billehermann & our 📸Instagram: denmark_UN,"New York, NY",1800,27823,6708,2012-03-30 17:12:33,2021-03-03 20:53:20,5,15,"[{'text': 'WorldWildlifeDay', 'indices': [6, 23]}, {'text': 'ForestsPeoplePlanet', 'indices': [69, 89]}, {'text': 'WorldWithoutNature', 'indices': [257, 276]}]",http://pbs.twimg.com/media/EvlUMvWXUAAmAE4.jpg,deforestation -filter:retweets,"{'🤝', '🌳', '🌍', '👨', '👩'}","{'positive', 'neutral'}",negative,0.992239236831665
231251,1367217030584176641,amazon indigenous groups sue casino chain over deforestation (for global wildlife news visit wildtrails news at https://tco/88ocepbovc) https://tco/hu4gfvbsz9,_WildTrails,"We auto-posts global wildlife news. Some news might be talking about animal cruelty but we post news ""as is"" BUT please note, we neither promote nor support it.",India,1863,943,58484,2014-11-12 02:20:05,2021-03-03 20:55:16,0,0,[],http://pbs.twimg.com/media/EvlUpQGVkAAPP-Q.jpg,deforestation -filter:retweets,,,negative,-0.9807268381118774
231245,1367219037638250499,hi there @bicyclesrecycle remember the only problems #bicycles help solve are #globalwarming #obesity #smog #traffic #depression #diabetes #stress #heartdisease #healthcarecosts #arthritis #deforestation #muscleatrophy #boredom #asthma &amp; all the others https://tco/srsreh0xyl,politicallands1,"The Founders of our nation gave us #DutyToWarn & an unlimited right to public property in order to do so: 1 sign or 1000, any size, 24/7/365 #BrunoForCongress",America,6982,6395,28565,2019-09-24 22:31:32,2021-03-03 21:03:14,1,10,"[{'text': 'Bicycles', 'indices': [55, 64]}, {'text': 'globalwarming', 'indices': [80, 94]}, {'text': 'obesity', 'indices': [96, 104]}, {'text': 'smog', 'indices': [106, 111]}, {'text': 'traffic', 'indices': [113, 121]}, {'text': 'depression', 'indices': [123, 134]}, {'text': 'diabetes', 'indices': [136, 145]}, {'text': 'stress', 'indices': [147, 154]}, {'text': 'heartdisease', 'indices': [156, 169]}, {'text': 'healthcarecosts', 'indices': [171, 187]}, {'text': 'arthritis', 'indices': [189, 199]}, {'text': 'deforestation', 'indices': [201, 215]}, {'text': 'muscleatrophy', 'indices': [217, 231]}, {'text': 'boredom', 'indices': [233, 241]}, {'text': 'asthma', 'indices': [243, 250]}]",http://pbs.twimg.com/media/EvlWMGaU8AErAKw.png,deforestation -filter:retweets,,,negative,-0.9963601231575012
